ID,DATE,TMAX,TMIN,EVAP,PRCP,Latitude,Longitude,Elevation,Region
USC00154955,2017-09-18,306.0,172.0,,0.0,38.2778,-85.7917,134.1,Louisville
USC00097777,2016-09-20,328.0,194.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00141673,2016-08-19,328.0,217.0,,0.0,37.0614,-95.6356,224.6,TotalUS
US1TXHRR165,2015-06-19,,,,3.0,29.7858,-95.3735,14.3,Houston
US1AZMR0410,2015-10-29,,,,48.0,33.4761,-112.0797,333.5,PhoenixTucson
US1MASF0001,2018-11-20,,,,53.0,42.357,-71.0671,13.1,Boston
US1FLDV0028,2017-06-02,,,,86.0,30.3157,-81.5985,4.9,Jacksonville
USC00197627,2017-04-01,,,,394.0,42.0583,-72.0722,208.8,Northeast
US1FLMD0023,2016-02-04,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1NYKN0025,2018-11-23,,,,0.0,40.6846,-73.9867,5.5,NewYork
US1MASF0001,2016-08-19,,,,0.0,42.357,-71.0671,13.1,Boston
US1NYER0093,2015-09-16,,,,0.0,42.889,-78.8901,178.0,BuffaloRochester
US1ILCK0036,2016-07-23,,,,0.0,41.886,-87.621,191.1,Chicago
USC00141673,2017-02-08,217.0,-6.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00291469,2017-01-14,106.0,44.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USW00093784,2015-03-22,106.0,50.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00356749,2015-03-27,206.0,89.0,,0.0,45.5181,-122.6894,48.5,Portland
USW00023272,2018-09-27,156.0,106.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USW00023272,2016-02-14,222.0,111.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00154955,2016-10-12,239.0,111.0,,0.0,38.2778,-85.7917,134.1,Louisville
USW00093784,2017-07-02,344.0,244.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
US1MIMY0003,2017-06-01,,,,5.0,45.0158,-84.0224,267.0,GreatLakes
US1MIKN0032,2016-04-03,,,,43.0,42.9919,-85.6944,194.2,GrandRapids
US1TXDA0053,2017-09-28,,,,51.0,32.8152,-96.8035,150.0,DallasFtWorth
USC00237452,2017-05-21,,156.0,,,38.6308,-90.2708,157.0,StLouis
USC00197627,2015-06-25,,,,0.0,42.0583,-72.0722,208.8,Northeast
US1IDAD0009,2015-09-25,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00363698,2018-11-28,28.0,-6.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00154955,2018-02-26,133.0,28.0,,0.0,38.2778,-85.7917,134.1,Louisville
USC00386775,2015-03-13,272.0,89.0,,0.0,33.7717,-81.2581,137.5,SouthCarolina
USW00023272,2016-08-14,172.0,117.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00291469,2016-04-26,317.0,161.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
US1NYKN0025,2015-09-14,,,,5.0,40.6846,-73.9867,5.5,NewYork
US1IDAD0009,2016-01-17,,,,10.0,43.6323,-116.2045,827.8,Boise
USC00366886,2015-07-27,317.0,211.0,,119.0,39.9586,-75.1728,18.3,Philadelphia
US1ILCK0036,2015-09-20,,,,,41.886,-87.621,191.1,Chicago
US1FLMD0023,2018-10-31,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1NYKN0025,2018-08-02,,,,0.0,40.6846,-73.9867,5.5,NewYork
US1TXDA0053,2015-12-11,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
USC00237452,2018-09-30,,,,0.0,38.6308,-90.2708,157.0,StLouis
US1NYER0093,2015-08-17,,,,0.0,42.889,-78.8901,178.0,BuffaloRochester
US1ILCK0036,2015-02-03,,,,0.0,41.886,-87.621,191.1,Chicago
US1MIKN0032,2015-11-20,,,,0.0,42.9919,-85.6944,194.2,GrandRapids
USC00347003,2016-09-30,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
USC00347003,2018-03-15,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
US1AZMR0410,2018-11-07,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1IDAD0009,2016-07-04,,,,0.0,43.6323,-116.2045,827.8,Boise
USW00093784,2015-02-28,-5.0,-82.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00308386,2015-12-26,117.0,0.0,,0.0,43.0344,-76.1344,173.4,Syracuse
USC00141673,2015-11-10,183.0,28.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USW00093784,2015-10-27,150.0,78.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00141673,2017-09-17,322.0,211.0,,0.0,37.0614,-95.6356,224.6,TotalUS
US1CTHR0050,2017-08-30,,,,25.0,41.7435,-72.6814,26.2,HartfordSpringfield
US1CTHR0050,2017-08-08,,,,33.0,41.7435,-72.6814,26.2,HartfordSpringfield
US1MIWY0038,2017-10-24,,,,53.0,42.32,-83.09,180.1,Detroit
US1INMR0134,2016-07-13,,,,76.0,39.7574,-86.1404,223.4,Indianapolis
US1NYKN0025,2018-07-30,,,,,40.6846,-73.9867,5.5,NewYork
US1FLMD0023,2015-03-23,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1CASD0140,2017-08-21,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1TXDA0053,2017-11-06,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1OHFR0048,2016-10-17,,,,0.0,39.9946,-83.0131,232.3,Columbus
US1KSBU0024,2017-04-11,,,,0.0,37.9856,-97.0347,406.3,Plains
US1NVCK0050,2016-06-30,,,,0.0,36.1387,-115.1874,655.0,LasVegas
US1IDAD0009,2017-01-29,,,,0.0,43.6323,-116.2045,827.8,Boise
US1CODN0235,2016-03-15,,,,0.0,39.733,-104.9857,1608.1,Denver
US1NVDG0017,2018-08-15,,,,0.0,38.9831,-119.9539,1896.2,West
USW00023272,2016-02-24,206.0,106.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00386775,2018-07-10,356.0,183.0,,0.0,33.7717,-81.2581,137.5,SouthCarolina
USC00366886,2016-08-14,372.0,278.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
US1ILCK0036,2016-10-01,,,,3.0,41.886,-87.621,191.1,Chicago
USC00363698,2018-10-14,128.0,50.0,,5.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00097777,2017-06-08,222.0,156.0,,20.0,32.9744,-82.8045,137.5,Southeast
US1ILCK0036,2018-03-07,,,,23.0,41.886,-87.621,191.1,Chicago
US1KYKN0001,2016-06-03,,,,211.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1NYKN0025,2017-03-14,,,,,40.6846,-73.9867,5.5,NewYork
US1GAFT0046,2017-08-14,,,,,33.7447,-84.373,317.0,Atlanta
US1GAFT0046,2017-08-24,,,,,33.7447,-84.373,317.0,Atlanta
US1FLDV0028,2016-07-08,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1CASD0140,2018-09-19,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1TXDA0053,2018-04-18,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1TNDV0047,2017-11-26,,,,0.0,36.126,-86.7954,193.9,Nashville
USC00347003,2017-02-04,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
US1IDAD0009,2016-12-08,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00154955,2016-01-06,50.0,-61.0,,0.0,38.2778,-85.7917,134.1,Louisville
USC00097777,2018-12-28,206.0,78.0,,0.0,32.9744,-82.8045,137.5,Southeast
US1IDAD0009,2018-10-04,,,,5.0,43.6323,-116.2045,827.8,Boise
USW00093784,2018-04-28,239.0,117.0,,5.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00366886,2018-09-22,256.0,211.0,,5.0,39.9586,-75.1728,18.3,Philadelphia
US1MIKN0032,2018-07-23,,,,8.0,42.9919,-85.6944,194.2,GrandRapids
US1OHFR0048,2016-10-28,,,,8.0,39.9946,-83.0131,232.3,Columbus
US1ALMB0076,2018-09-07,,,,10.0,30.6865,-88.0674,9.8,NewOrleansMobile
USC00366886,2015-08-07,311.0,206.0,,15.0,39.9586,-75.1728,18.3,Philadelphia
US1ALMB0076,2017-12-09,,,,178.0,30.6865,-88.0674,9.8,NewOrleansMobile
USC00356749,2017-09-20,156.0,94.0,,366.0,45.5181,-122.6894,48.5,Portland
USC00347003,2017-03-29,,,,480.0,35.9742,-97.0269,271.9,SouthCentral
US1MASF0001,2015-11-03,,,,,42.357,-71.0671,13.1,Boston
US1FLMD0023,2015-08-22,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLDV0028,2017-05-16,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1KYKN0001,2018-11-25,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1NYER0093,2015-07-03,,,,0.0,42.889,-78.8901,178.0,BuffaloRochester
US1TNDV0047,2018-06-08,,,,0.0,36.126,-86.7954,193.9,Nashville
USC00197627,2018-10-17,,,,0.0,42.0583,-72.0722,208.8,Northeast
US1AZMR0410,2018-03-02,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1KSBU0024,2015-02-10,,,,0.0,37.9856,-97.0347,406.3,Plains
USC00308386,2016-02-02,100.0,11.0,,0.0,43.0344,-76.1344,173.4,Syracuse
USC00366886,2015-03-28,200.0,28.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00141673,2017-12-20,133.0,94.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00097777,2016-05-24,283.0,117.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00363698,2016-09-16,250.0,133.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00097777,2016-06-20,294.0,144.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00237452,2015-06-27,,189.0,,0.0,38.6308,-90.2708,157.0,StLouis
US1TNDV0047,2016-02-21,,,,5.0,36.126,-86.7954,193.9,Nashville
USC00097777,2015-10-03,178.0,122.0,,10.0,32.9744,-82.8045,137.5,Southeast
US1TXDA0053,2018-06-19,,,,15.0,32.8152,-96.8035,150.0,DallasFtWorth
US1TNDV0047,2017-01-15,,,,15.0,36.126,-86.7954,193.9,Nashville
US1VARN0015,2017-11-19,,,,38.0,37.2809,-79.8791,340.8,Roanoke
US1MIKN0032,2015-10-24,,,,64.0,42.9919,-85.6944,194.2,GrandRapids
US1FLDV0028,2015-09-03,,,,231.0,30.3157,-81.5985,4.9,Jacksonville
US1NYER0093,2017-09-25,,,,0.0,42.889,-78.8901,178.0,BuffaloRochester
US1NYER0093,2018-08-29,,,,0.0,42.889,-78.8901,178.0,BuffaloRochester
US1MIKN0032,2015-09-26,,,,0.0,42.9919,-85.6944,194.2,GrandRapids
US1MIKN0032,2015-12-09,,,,0.0,42.9919,-85.6944,194.2,GrandRapids
US1AZMR0410,2017-12-07,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1NVCK0050,2015-04-06,,,,0.0,36.1387,-115.1874,655.0,LasVegas
USC00291469,2016-12-05,67.0,-22.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00363698,2018-04-11,83.0,-6.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00097777,2018-07-06,317.0,211.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00356749,2016-07-23,222.0,144.0,,3.0,45.5181,-122.6894,48.5,Portland
USW00093784,2015-03-13,89.0,22.0,,8.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00356749,2018-01-04,72.0,39.0,,15.0,45.5181,-122.6894,48.5,Portland
US1MIKN0032,2016-11-26,,,,18.0,42.9919,-85.6944,194.2,GrandRapids
USC00141673,2015-04-22,244.0,78.0,,132.0,37.0614,-95.6356,224.6,TotalUS
USC00386775,2017-09-23,317.0,156.0,,,33.7717,-81.2581,137.5,SouthCarolina
US1FLMD0023,2015-03-27,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1KYKN0001,2016-03-01,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1VARN0015,2017-04-27,,,,0.0,37.2809,-79.8791,340.8,Roanoke
US1IDAD0009,2018-03-20,,,,0.0,43.6323,-116.2045,827.8,Boise
US1CODN0235,2016-11-21,,,,0.0,39.733,-104.9857,1608.1,Denver
USC00366886,2016-10-17,222.0,111.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USW00023272,2015-06-24,211.0,117.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USW00093784,2016-04-18,278.0,122.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USW00093784,2017-01-10,50.0,-55.0,,10.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00278961,2018-05-01,100.0,-11.0,,15.0,43.9458,-71.5111,435.6,NorthernNewEngland
USC00291469,2015-09-20,217.0,183.0,,81.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00356749,2018-01-23,100.0,50.0,,135.0,45.5181,-122.6894,48.5,Portland
US1NYKN0025,2015-06-20,,,,0.0,40.6846,-73.9867,5.5,NewYork
US1TXHRR165,2015-10-30,,,,0.0,29.7858,-95.3735,14.3,Houston
US1KYKN0001,2016-09-01,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1IDAD0009,2015-12-29,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00097777,2017-01-21,244.0,150.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00197627,2017-07-28,,,,13.0,42.0583,-72.0722,208.8,Northeast
US1ILCK0036,2016-06-27,,,,23.0,41.886,-87.621,191.1,Chicago
US1INMR0134,2015-09-05,,,,36.0,39.7574,-86.1404,223.4,Indianapolis
USC00141673,2015-05-14,172.0,94.0,,226.0,37.0614,-95.6356,224.6,TotalUS
USC00366886,2015-02-22,-33.0,,,254.0,39.9586,-75.1728,18.3,Philadelphia
US1FLMD0023,2017-10-31,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1ALMB0076,2017-12-11,,,,0.0,30.6865,-88.0674,9.8,NewOrleansMobile
US1TXHRR165,2015-10-13,,,,0.0,29.7858,-95.3735,14.3,Houston
USC00197627,2015-03-30,,,,0.0,42.0583,-72.0722,208.8,Northeast
USC00197627,2018-10-31,,,,0.0,42.0583,-72.0722,208.8,Northeast
USC00356749,2015-09-22,200.0,83.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00386775,2017-02-07,200.0,83.0,,0.0,33.7717,-81.2581,137.5,SouthCarolina
USW00023272,2017-11-11,167.0,122.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USW00023272,2018-11-02,228.0,133.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00366886,2018-10-02,278.0,194.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
US1MIWY0038,2017-01-24,,,,13.0,42.32,-83.09,180.1,Detroit
USW00093784,2017-08-23,294.0,239.0,,13.0,39.2814,-76.6111,6.1,BaltimoreWashington
USW00093784,2015-01-21,28.0,-10.0,,30.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00363698,2017-03-15,-22.0,-94.0,,102.0,40.2817,-76.8706,128.0,HarrisburgScranton
US1KYKN0001,2017-07-22,,,,206.0,39.0771,-84.5247,164.9,CincinnatiDayton
USC00197627,2015-06-01,,,,376.0,42.0583,-72.0722,208.8,Northeast
US1KYKN0001,2017-03-01,,,,678.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1FLDV0028,2015-03-04,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1CASD0140,2016-10-17,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1CASD0140,2017-01-04,,,,0.0,32.7221,-117.1327,67.1,SanDiego
USC00347003,2017-10-20,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
US1AZMR0410,2015-10-13,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1IDAD0009,2017-09-11,,,,0.0,43.6323,-116.2045,827.8,Boise
US1IDAD0009,2018-09-24,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00366886,2016-02-08,72.0,0.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00356749,2016-02-02,89.0,11.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00366886,2017-03-09,178.0,94.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00097777,2016-04-30,317.0,156.0,,0.0,32.9744,-82.8045,137.5,Southeast
USW00093784,2017-05-23,194.0,167.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00291469,2017-09-04,333.0,167.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USW00093784,2016-06-02,261.0,200.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
US1WAKG0204,2015-03-20,,,,3.0,47.6091,-122.344,6.1,Seattle
USW00093784,2017-08-19,322.0,222.0,,3.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00141673,2016-07-15,278.0,200.0,,43.0,37.0614,-95.6356,224.6,TotalUS
USC00386775,2018-02-01,,,,,33.7717,-81.2581,137.5,SouthCarolina
US1FLMD0023,2017-05-21,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLDV0028,2015-07-16,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1TXDA0053,2016-04-05,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1KYKN0001,2016-02-27,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1MIWY0038,2018-09-13,,,,0.0,42.32,-83.09,180.1,Detroit
US1CODN0235,2015-11-03,,,,0.0,39.733,-104.9857,1608.1,Denver
USC00141673,2018-12-16,139.0,-17.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00386775,2017-04-09,228.0,17.0,,0.0,33.7717,-81.2581,137.5,SouthCarolina
USW00023272,2018-05-13,161.0,117.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00291469,2018-05-21,283.0,172.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
US1MIKN0032,2015-01-02,,,,8.0,42.9919,-85.6944,194.2,GrandRapids
USC00141673,2017-07-03,322.0,189.0,,13.0,37.0614,-95.6356,224.6,TotalUS
US1TXHRR165,2017-08-05,,,,15.0,29.7858,-95.3735,14.3,Houston
USC00366886,2016-04-08,167.0,50.0,,33.0,39.9586,-75.1728,18.3,Philadelphia
USC00097777,2017-11-05,283.0,150.0,,48.0,32.9744,-82.8045,137.5,Southeast
US1MIWY0038,2016-08-15,,,,79.0,42.32,-83.09,180.1,Detroit
US1FLMD0023,2015-07-15,,,,264.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1TXHRR165,2016-11-09,,,,0.0,29.7858,-95.3735,14.3,Houston
US1TXDA0053,2018-06-21,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1ILCK0036,2015-10-08,,,,0.0,41.886,-87.621,191.1,Chicago
USC00347003,2015-05-12,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
US1NVCK0050,2017-01-26,,,,0.0,36.1387,-115.1874,655.0,LasVegas
US1IDAD0009,2015-09-24,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00097777,2016-02-12,139.0,-39.0,,0.0,32.9744,-82.8045,137.5,Southeast
USW00093784,2017-03-11,22.0,-38.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USW00023272,2018-12-08,150.0,94.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USW00093784,2015-05-06,272.0,183.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00386775,2017-07-21,350.0,211.0,,0.0,33.7717,-81.2581,137.5,SouthCarolina
USC00141673,2015-07-18,328.0,244.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USW00093784,2017-06-18,344.0,244.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00154955,2017-10-12,239.0,156.0,,3.0,38.2778,-85.7917,134.1,Louisville
US1FLDV0028,2017-10-23,,,,5.0,30.3157,-81.5985,4.9,Jacksonville
USC00197627,2018-04-20,,,,25.0,42.0583,-72.0722,208.8,Northeast
US1FLMD0023,2015-08-10,,,,,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLMD0023,2015-04-15,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLDV0028,2016-11-29,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1NYKN0025,2016-04-22,,,,0.0,40.6846,-73.9867,5.5,NewYork
US1CALA0064,2017-04-01,,,,0.0,34.0809,-118.2729,123.4,LosAngeles
US1KYKN0001,2017-07-24,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1KYKN0001,2018-08-29,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1MIWY0038,2017-07-26,,,,0.0,42.32,-83.09,180.1,Detroit
USC00197627,2018-10-04,,,,0.0,42.0583,-72.0722,208.8,Northeast
US1AZMR0410,2018-02-26,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
USC00363698,2016-01-21,-28.0,-78.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00363698,2015-04-12,144.0,6.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00154955,2018-11-08,144.0,33.0,,0.0,38.2778,-85.7917,134.1,Louisville
USC00141673,2015-03-25,267.0,72.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00154955,2016-06-30,317.0,150.0,,0.0,38.2778,-85.7917,134.1,Louisville
USC00366886,2017-08-12,300.0,222.0,,33.0,39.9586,-75.1728,18.3,Philadelphia
US1INMR0134,2017-06-21,,,,38.0,39.7574,-86.1404,223.4,Indianapolis
US1KYKN0001,2015-05-12,,,,71.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1FLMD0023,2018-11-30,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLMD0023,2018-12-02,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1NYKN0025,2015-09-01,,,,0.0,40.6846,-73.9867,5.5,NewYork
USC00347003,2018-07-19,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
USC00363698,2018-02-28,122.0,-28.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00291469,2018-11-26,139.0,-28.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USW00093784,2018-12-19,89.0,-5.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00291469,2018-11-21,144.0,6.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00291469,2017-03-16,256.0,44.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00363698,2017-05-21,139.0,111.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USW00023272,2017-07-15,239.0,128.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00356749,2016-04-18,317.0,144.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00237452,2016-06-12,344.0,244.0,,0.0,38.6308,-90.2708,157.0,StLouis
USC00141673,2016-08-12,383.0,250.0,,0.0,37.0614,-95.6356,224.6,TotalUS
US1CALA0064,2016-12-30,,,,10.0,34.0809,-118.2729,123.4,LosAngeles
US1NYER0093,2015-06-29,,,,15.0,42.889,-78.8901,178.0,BuffaloRochester
US1NYKN0025,2018-06-23,,,,25.0,40.6846,-73.9867,5.5,NewYork
USC00237452,2017-03-27,167.0,106.0,,51.0,38.6308,-90.2708,157.0,StLouis
USC00291469,2017-06-22,389.0,222.0,,99.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00366886,2016-10-09,194.0,156.0,,,39.9586,-75.1728,18.3,Philadelphia
US1FLMD0023,2016-03-12,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1TXDA0053,2016-04-02,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1KYKN0001,2018-06-17,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1ILCK0036,2017-04-03,,,,0.0,41.886,-87.621,191.1,Chicago
USC00197627,2017-08-04,,,,0.0,42.0583,-72.0722,208.8,Northeast
US1AZMR0410,2015-02-08,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1KSBU0024,2016-04-05,,,,0.0,37.9856,-97.0347,406.3,Plains
US1IDAD0009,2015-06-12,,,,0.0,43.6323,-116.2045,827.8,Boise
US1NVDG0017,2017-12-26,,,,0.0,38.9831,-119.9539,1896.2,West
USC00141673,2015-12-31,83.0,-44.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00291469,2016-12-27,194.0,-11.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00356749,2018-11-29,100.0,67.0,,0.0,45.5181,-122.6894,48.5,Portland
USW00023272,2018-11-19,183.0,89.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USW00023272,2016-04-16,244.0,117.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00154955,2017-08-12,311.0,183.0,,0.0,38.2778,-85.7917,134.1,Louisville
USC00366886,2016-08-13,372.0,278.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00278961,2017-01-02,17.0,-139.0,,3.0,43.9458,-71.5111,435.6,NorthernNewEngland
USC00366886,2016-06-22,328.0,228.0,,13.0,39.9586,-75.1728,18.3,Philadelphia
US1AZMR0410,2018-07-22,,,,18.0,33.4761,-112.0797,333.5,PhoenixTucson
USC00141673,2015-01-21,61.0,-28.0,,20.0,37.0614,-95.6356,224.6,TotalUS
US1ILCK0036,2018-04-04,,,,53.0,41.886,-87.621,191.1,Chicago
US1NYKN0025,2015-06-21,,,,89.0,40.6846,-73.9867,5.5,NewYork
US1MIWY0038,2018-05-03,,,,124.0,42.32,-83.09,180.1,Detroit
US1FLDV0028,2018-06-16,,,,142.0,30.3157,-81.5985,4.9,Jacksonville
US1WAKG0204,2015-01-04,,,,,47.6091,-122.344,6.1,Seattle
US1TXHRR165,2018-06-13,,,,,29.7858,-95.3735,14.3,Houston
US1TXDA0053,2016-05-12,,,,,32.8152,-96.8035,150.0,DallasFtWorth
US1FLMD0023,2018-03-05,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLDV0028,2017-11-29,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1CALA0064,2017-07-29,,,,0.0,34.0809,-118.2729,123.4,LosAngeles
US1ILCK0036,2018-11-07,,,,0.0,41.886,-87.621,191.1,Chicago
US1NVCK0050,2016-06-01,,,,0.0,36.1387,-115.1874,655.0,LasVegas
USC00356749,2015-02-21,150.0,39.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00366886,2018-04-12,128.0,72.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00363698,2015-08-06,289.0,144.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00141673,2016-06-07,317.0,144.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00097777,2015-08-25,317.0,222.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00237452,2016-09-30,200.0,139.0,,3.0,38.6308,-90.2708,157.0,StLouis
US1CALA0064,2017-02-03,,,,8.0,34.0809,-118.2729,123.4,LosAngeles
USC00308386,2015-03-15,72.0,0.0,,15.0,43.0344,-76.1344,173.4,Syracuse
US1AZMR0410,2015-10-19,,,,140.0,33.4761,-112.0797,333.5,PhoenixTucson
US1ALMB0076,2018-02-12,,,,,30.6865,-88.0674,9.8,NewOrleansMobile
US1TXHRR165,2015-06-10,,,,0.0,29.7858,-95.3735,14.3,Houston
